"=""562.2221""","=""562.2220""","=""30""","=""1.6e+06""",D,"=""39760.285""","=""57541.918""","=""3s2.3p.4s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3S""","=""1""",,"=""T6066c4,LS""","=""L3521""",
"=""564.5611""","=""564.5613""","=""90""","=""9.7e+05""",D,"=""39760.285""","=""57468.239""","=""3s2.3p.4s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3P""","=""2""",,"=""T6066c4,LS""","=""L3521""",
"=""566.5554""","=""566.5555""","=""80""","=""6.31e+05""",D,"=""39683.163""","=""57328.789""","=""3s2.3p.4s""","=""3P*""","=""0""","=""3s2.3p.5p""","=""3P""","=""1""",,"=""T2301""","=""L3521""",
"=""568.4484""","=""568.4484""","=""120""","=""2.6e+06""",D,"=""39955.053""","=""57541.918""","=""3s2.3p.4s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3S""","=""1""",,"=""T6066c4,LS""","=""L3521""",
"=""569.0425""","=""569.0425""","=""100""","=""9.26e+05""",D+,"=""39760.285""","=""57328.789""","=""3s2.3p.4s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3P""","=""1""",,"=""T2301""","=""L3521""",
"=""570.1105""","=""570.1104""","=""90""","=""1.83e+06""",D,"=""39760.285""","=""57295.881""","=""3s2.3p.4s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3P""","=""0""",,"=""T2301""","=""L3521""",
"=""570.8397""","=""570.8400""","=""160""","=""1.39e+06""",D+,"=""39955.053""","=""57468.239""","=""3s2.3p.4s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3P""","=""2""",,"=""T2301""","=""L3521""",
"=""574.7667""","=""""","=""45""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""575.3625""","=""""","=""45""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""575.4220""","=""575.4218""","=""45""","=""1.23e+06""",E,"=""39955.053""","=""57328.789""","=""3s2.3p.4s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3P""","=""1""",,"=""T8363""","=""L3521""",
"=""576.2977""","=""""","=""45""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""577.2145""","=""577.2146""","=""70""","=""3.56e+06""",D+,"=""40991.884""","=""58311.659""","=""3s2.3p.4s""","=""1P*""","=""1""","=""3s2.3p.5p""","=""1S""","=""0""",,"=""T2301""","=""L3521""",
"=""578.0384""","=""578.0384""","=""70""","=""2.97e+05""",D,"=""39683.163""","=""56978.256""","=""3s2.3p.4s""","=""3P*""","=""0""","=""3s2.3p.5p""","=""3D""","=""1""",,"=""T2301""","=""L3521""",
"=""579.3071""","=""579.3073""","=""90""","=""3.83e+05""",E,"=""39760.285""","=""57017.496""","=""3s2.3p.4s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3D""","=""2""",,"=""T8363""","=""L3521""",
"=""579.7859""","=""579.7856""","=""100""","=""2.53e+05""",D,"=""39955.053""","=""57198.027""","=""3s2.3p.4s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3D""","=""3""",,"=""T2301""","=""L3521""",
"=""""","=""580.6275""","=""""","=""2.12e+05""",E,"=""39760.285""","=""56978.256""","=""3s2.3p.4s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3D""","=""1""",,"=""T8363""","=""""",
"=""""","=""585.9201""","=""""","=""1.24e+05""",E,"=""39955.053""","=""57017.496""","=""3s2.3p.4s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3D""","=""2""",,"=""T8363""","=""""",
"=""""","=""587.2707""","=""""","=""1.36e+04""",E,"=""39955.053""","=""56978.256""","=""3s2.3p.4s""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3D""","=""1""",,"=""T8363""","=""""",
"=""587.3764""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""594.8545""","=""594.8541""","=""200""","=""2.22e+06""",C,"=""40991.884""","=""57798.072""","=""3s2.3p.4s""","=""1P*""","=""1""","=""3s2.3p.5p""","=""1D""","=""2""",,"=""T2301""","=""L3521""",
"=""612.5021""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""613.1574""","=""""","=""85""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""613.1850""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""614.2487""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""614.5015""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""615.5134""","=""""","=""160""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""623.7320""","=""""","=""160""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""623.8287""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""624.3813""","=""""","=""125""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""624.4468""","=""""","=""125""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""625.4188""","=""""","=""180""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""633.1954""","=""633.1956""","=""45""","=""1.0e+04""",E,"=""40991.884""","=""56780.427""","=""3s2.3p.4s""","=""1P*""","=""1""","=""3s2.3p.5p""","=""1P""","=""1""",,"=""T1619CA""","=""L3521""",
"=""""","=""651.873""","=""""","=""5.9e+05""",D,"=""48020.074""","=""63356.24""","=""3s2.3p.4p""","=""3D""","=""1""","=""3s2.3p.7d""","=""1D*""","=""2""",,"=""T6066c4,LS""","=""""",
"=""652.6609""","=""""","=""45""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""652.6782""","=""""","=""2.74e-02""",D,"=""77.115""","=""15394.370""","=""3s2.3p2""","=""3P""","=""1""","=""3s2.3p2""","=""1S""","=""0""",M1,"=""c22,T4209""","=""""",
"=""652.7199""","=""""","=""45""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""655.388""","=""""","=""1.1e+05""",E,"=""48102.323""","=""63356.24""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.7d""","=""1D*""","=""2""",,"=""T6066c4,LS""","=""""",
"=""655.5462""","=""655.5463""","=""45""","=""6.9e+05""",D,"=""48264.292""","=""63514.533""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.7d""","=""3F*""","=""4""",,"=""T6066c4,LS""","=""L3521""",
"=""""","=""656.057""","=""""","=""6.0e+05""",D,"=""48102.323""","=""63340.70""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.7d""","=""3F*""","=""3""",,"=""T6066c4,LS""","=""""",
"=""""","=""658.9611""","=""""","=""7.75e-04""",D,"=""223.157""","=""15394.370""","=""3s2.3p2""","=""3P""","=""2""","=""3s2.3p2""","=""1S""","=""0""",E2,"=""c22,T4209""","=""""",
"=""""","=""662.422""","=""""","=""2.9e+03""",E,"=""48264.292""","=""63356.24""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.7d""","=""1D*""","=""2""",,"=""T6066c4,LS""","=""""",
"=""""","=""663.105""","=""""","=""7.3e+04""",E,"=""48264.292""","=""63340.70""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.7d""","=""3F*""","=""3""",,"=""T6066c4,LS""","=""""",
"=""672.1853""","=""672.1848""","=""100""","=""3.4e+06""",D,"=""47284.061""","=""62156.816""","=""3s2.3p.4p""","=""1P""","=""1""","=""3s2.3p.6d""","=""1D*""","=""2""",,"=""T1619CA""","=""L3521""",
"=""674.164""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""684.8568""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""697.6523""","=""697.651""","=""80""","=""3.26e+06""",D,"=""48020.074""","=""62349.93""","=""3s2.3p.4p""","=""3D""","=""1""","=""3s2.3p.6d""","=""3F*""","=""2""",,"=""T6066LS""","=""L3521""",
"=""700.3567""","=""700.3569""","=""180""","=""3.42e+06""",D+,"=""48102.323""","=""62376.820""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.6d""","=""3F*""","=""3""",,"=""T6066LS""","=""L3521""",
"=""700.5883""","=""700.588""","=""180""","=""3.83e+06""",D+,"=""48264.292""","=""62534.08""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.6d""","=""3F*""","=""4""",,"=""T6066LS""","=""L3521""",
"=""""","=""701.679""","=""""","=""5.96e+05""",E,"=""48102.323""","=""62349.93""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.6d""","=""3F*""","=""2""",,"=""T6066LS""","=""""",
"=""701.728""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""701.7646""","=""""","=""90""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""703.4903""","=""""","=""250""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""708.3950""","=""""","=""4.13e+05""",E,"=""48264.292""","=""62376.820""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.6d""","=""3F*""","=""3""",,"=""T6066LS""","=""""",
"=""""","=""709.747""","=""""","=""1.62e+04""",E,"=""48264.292""","=""62349.93""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.6d""","=""3F*""","=""2""",,"=""T6066LS""","=""""",
"=""716.469""","=""""","=""70""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""716.5545""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""718.489""","=""""","=""70""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""719.358""","=""719.355""","=""65""","=""7.17e+05""",E,"=""49028.294""","=""62925.80""","=""3s2.3p.4p""","=""3P""","=""0""","=""3s2.3p.6d""","=""3D*""","=""1""",,"=""T6066LS""","=""L3521""",
"=""719.390""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""721.031""","=""""","=""5.35e+05""",E,"=""49060.601""","=""62925.80""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.6d""","=""3D*""","=""1""",,"=""T6066LS""","=""""",
"=""722.6206""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""723.5326""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""723.582""","=""""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""725.0625""","=""""","=""180""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""727.203""","=""""","=""1.25e+06""",D,"=""49188.617""","=""62936.14""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.6d""","=""3D*""","=""3""",,"=""T6066LS""","=""""",
"=""727.5294""","=""""","=""160""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""727.751""","=""""","=""3.46e+04""",E,"=""49188.617""","=""62925.80""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.6d""","=""3D*""","=""1""",,"=""T6066LS""","=""""",
"=""728.281""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""728.9173""","=""""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""728.960""","=""""","=""9.33e+05""",E,"=""49060.601""","=""62774.99""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.6d""","=""3D*""","=""2""",,"=""T6066LS""","=""""",
"=""729.026""","=""""","=""55""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""735.829""","=""""","=""3.02e+05""",E,"=""49188.617""","=""62774.99""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.6d""","=""3D*""","=""2""",,"=""T6066LS""","=""""",
"=""737.300""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""740.5774""","=""""","=""375""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""740.9082""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""741.535""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""741.5946""","=""""","=""275""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""742.3497""","=""""","=""425""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""742.460""","=""""","=""85""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""768.0267""","=""768.0266""","=""100""","=""4.62e+06""",C+,"=""47284.061""","=""60300.860""","=""3s2.3p.4p""","=""1P""","=""1""","=""3s2.3p.5d""","=""1D*""","=""2""",,"=""T2301""","=""L3521""",
"=""774.271""","=""774.272""","=""40""","=""5.34e+06""",C,"=""50054.80""","=""62966.61""","=""3s2.3p.3d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).6f""","=""2[9/2]""","=""5""",,"=""T6066LS'""","=""L3521""",
"=""780.0008""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""784.9967""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""791.8386""","=""791.8384""","=""90""","=""5.22e+06""",C+,"=""48020.074""","=""60645.441""","=""3s2.3p.4p""","=""3D""","=""1""","=""3s2.3p.5d""","=""3F*""","=""2""",,"=""T2301""","=""L3521""",
"=""""","=""792.585""","=""""","=""2.08e+06""",D,"=""50189.389""","=""62802.86""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.6d""","=""1F*""","=""3""",,"=""T6066""","=""""",
"=""793.2349""","=""793.2348""","=""120""","=""5.13e+06""",C+,"=""48102.323""","=""60705.464""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.5d""","=""3F*""","=""3""",,"=""T2301""","=""L3521""",
"=""794.4001""","=""794.4001""","=""140""","=""5.75e+06""",B,"=""48264.292""","=""60848.946""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.5d""","=""3F*""","=""4""",,"=""T2301""","=""L3521""",
"=""797.0306""","=""797.0307""","=""35""","=""7.11e+05""",C,"=""48102.323""","=""60645.441""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.5d""","=""3F*""","=""2""",,"=""T2301""","=""L3521""",
"=""""","=""800.669""","=""""","=""9.20e+04""",E,"=""50499.838""","=""62985.96""","=""3s2.3p.3d""","=""3P*""","=""2""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",,"=""T6066LS'""","=""""",
"=""""","=""800.839""","=""""","=""9.77e+05""",E,"=""49028.294""","=""61511.77""","=""3s2.3p.4p""","=""3P""","=""0""","=""3s2.3p.5d""","=""3D*""","=""1""",,"=""T6066LS""","=""""",
"=""""","=""802.917""","=""""","=""7.26e+05""",E,"=""49060.601""","=""61511.77""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.5d""","=""3D*""","=""1""",,"=""T6066LS""","=""""",
"=""803.5619""","=""803.5618""","=""35""","=""8.11e+05""",D,"=""48264.292""","=""60705.464""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.5d""","=""3F*""","=""3""",,"=""T8363""","=""L3521""",
"=""""","=""804.960""","=""""","=""1.36e+06""",D,"=""50566.397""","=""62985.96""","=""3s2.3p.3d""","=""3P*""","=""1""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",,"=""T6066LS'""","=""""",
"=""""","=""807.059""","=""""","=""1.29e+06""",D,"=""49060.601""","=""61447.86""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.5d""","=""3D*""","=""2""",,"=""T6066LS""","=""""",
"=""""","=""807.1284""","=""""","=""1.72e+06""",D,"=""49188.617""","=""61574.814""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.5d""","=""3D*""","=""3""",,"=""T6066LS""","=""""",
"=""""","=""807.303""","=""""","=""1.80e+06""",D,"=""50602.44""","=""62985.96""","=""3s2.3p.3d""","=""3P*""","=""0""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",,"=""T6066LS'""","=""""",
"=""""","=""807.4574""","=""""","=""3.16e+04""",E,"=""48264.292""","=""60645.441""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.5d""","=""3F*""","=""2""",,"=""T8363""","=""""",
"=""809.3241""","=""809.3232""","=""70""","=""1.5e+06""",D,"=""47284.061""","=""59636.667""","=""3s2.3p.4p""","=""1P""","=""1""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""1""",,"=""T1619CA""","=""L3521""",
"=""""","=""811.258""","=""""","=""4.69e+04""",E,"=""49188.617""","=""61511.77""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.5d""","=""3D*""","=""1""",,"=""T6066LS""","=""""",
"=""""","=""815.487""","=""""","=""4.16e+05""",E,"=""49188.617""","=""61447.86""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.5d""","=""3D*""","=""2""",,"=""T6066LS""","=""""",
"=""823.0642""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""835.3719""","=""""","=""3.40e+05""",D,"=""50189.389""","=""62156.816""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.6d""","=""1D*""","=""2""",,"=""T2301""","=""""",
"=""844.3982""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""850.1547""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""850.2221""","=""""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""853.6165""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""855.6780""","=""""","=""120""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""864.8462""","=""864.847""","=""50""","=""9.12e+06""",C,"=""50054.80""","=""61614.37""","=""3s2.3p.3d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).5f""","=""2[9/2]""","=""5""",,"=""T6066LS'""","=""L3521""",
"=""""","=""868.0080""","=""""","=""1.9e+04""",E,"=""47284.061""","=""58801.529""","=""3s2.3p.4p""","=""1P""","=""1""","=""3s2.3p.4d""","=""1P*""","=""1""",,"=""T1619CA""","=""""",
"=""872.8011""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""874.2451""","=""""","=""75""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""875.2009""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""879.0389""","=""""","=""35""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3521""",
"=""""","=""889.923""","=""""","=""3.42e+06""",D+,"=""50189.389""","=""61423.23""","=""3s2.3p.4p""","=""1D""","=""2""","=""3s2.3p.5d""","=""1F*""","=""3""",,"=""T6066""","=""""",
"=""""","=""896.814""","=""""","=""1.55e+05""",E,"=""50499.838""","=""61647.36""","=""3s2.3p.3d""","=""3P*""","=""2""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""T6066LS'""","=""""",
"=""""","=""902.201""","=""""","=""2.29e+06""",D,"=""50566.397""","=""61647.36""","=""3s2.3p.3d""","=""3P*""","=""1""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""T6066LS'""","=""""",
"=""""","=""905.145""","=""""","=""3.01e+06""",D+,"=""50602.44""","=""61647.36""","=""3s2.3p.3d""","=""3P*""","=""0""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""T6066LS'""","=""""",
"=""""","=""939.342""","=""""","=""8.95e+05""",E,"=""49399.670""","=""60042.50""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""0""",,"=""T6066LS""","=""""",
"=""941.3506""","=""941.3500""","=""100""","=""2.26e+07""",C+,"=""40991.884""","=""51612.012""","=""3s2.3p.4s""","=""1P*""","=""1""","=""3s2.3p.4p""","=""1S""","=""0""",,"=""T8363c22""","=""L3521""",
"=""""","=""942.1786""","=""""","=""8.86e+05""",D,"=""49399.670""","=""60010.458""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""1""",,"=""T6066LS""","=""""",
"=""""","=""950.5205""","=""""","=""8.63e+05""",D,"=""49399.670""","=""59917.336""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""2""",,"=""T6066LS""","=""""",
